GameID,Temp,DewPoint,Visiability,Humidity,WindSpeed,WindDir,Pressure,Fog,Precipitation,Condition,Rain,Snow,WindChill,HeatIndex
11,100,52,10,20,9.2,South,29.63,0,-9999,Scattered Clouds,0,0,-999,-9999
47,90,33.1,10,13,4.6,ESE,29.67,0,-9999,Clear,0,0,-999,-9999
72,84.9,39.9,10,20,8.1,West,29.67,0,-9999,Partly Cloudy,0,0,-999,-9999
114,86,27,10,12,4.6,WSW,29.91,0,-9999,Clear,0,0,-999,-9999
140,66.9,24.1,10,20,4.6,NNW,30.08,0,-9999,Clear,0,0,-999,-9999
188,55.9,37,10,49,0,North,29.87,0,-9999,Mostly Cloudy,0,0,-999,-9999
236,59,15.1,10,18,5.8,Variable,30.09,0,-9999,Scattered Clouds,0,0,-999,-9999
285,102.9,44.1,10,14,5.8,ENE,29.71,0,-9999,Scattered Clouds,0,0,-999,-9999
312,89.1,36,10,15,6.9,SW,29.78,0,-9999,Partly Cloudy,0,0,-999,-9999
354,79,27,10,15,6.9,West,29.96,0,-9999,Scattered Clouds,0,0,-999,-9999
381,71.1,19,10,14,9.2,WNW,29.84,0,-9999,Scattered Clouds,0,0,-999,-9999
416,50,10.9,10,21,0,North,30.31,0,-9999,Clear,0,0,-999,-9999
429,75.2,17.6,10,11,3.5,WSW,30.06,0,-9999,Mostly Cloudy,0,0,-999,-9999
444,77,30,10,18,3.5,West,30.06,0,-9999,Scattered Clouds,0,0,-999,-9999
466,63,33.1,10,33,9.2,East,29.99,0,-9999,Scattered Clouds,0,0,-999,-9999
491,93,55.9,10,29,4.6,West,29.82,0,0,Mostly Cloudy,0,0,-999,91.4
538,98.1,45,10,16,6.9,WNW,29.79,0,-9999,Scattered Clouds,0,0,-999,-9999
578,93.2,28.4,10,10,6.9,SW,29.87,0,-9999,Clear,0,0,-999,-9999
608,64,34,10,33,0,North,29.91,0,-9999,Scattered Clouds,0,0,-999,-9999
669,55,30,10,38,5.8,SW,30.06,0,-9999,Scattered Clouds,0,0,-999,-9999
684,64.9,30.9,10,28,0,North,29.83,0,-9999,Overcast,0,0,-999,-9999
701,53.1,43,10,69,5.8,WSW,30.01,0,-9999,Mostly Cloudy,0,0,-999,-9999
732,91,59,10,34,11.5,ENE,29.81,0,-9999,Mostly Cloudy,0,0,-999,90.2
763,102,37.9,10,11,10.4,WNW,29.79,0,-9999,Mostly Cloudy,0,0,-999,-9999
777,100.9,32,10,9,9.2,WNW,29.75,0,-9999,Partly Cloudy,0,0,-999,-9999
806,91.9,35.1,10,13,8.1,SSW,29.86,0,-9999,Partly Cloudy,0,0,-999,-9999
838,75,33.1,10,22,3.5,ESE,29.96,0,-9999,Clear,0,0,-999,-9999
894,80.1,32,10,17,3.5,SSW,29.78,0,-9999,Clear,0,0,-999,-9999
938,57.9,35.1,10,42,4.6,SSW,30.07,0,-9999,Mostly Cloudy,0,0,-999,-9999
958,64.9,30.9,10,28,3.5,West,30.01,0,-9999,Mostly Cloudy,0,0,-999,-9999
987,102.9,48.9,10,16,5.8,SE,29.61,0,-9999,Scattered Clouds,0,0,-999,-9999
1033,90,14,10,6,4.6,WNW,29.92,0,-9999,Partly Cloudy,0,0,-999,-9999
1053,73,28.9,10,20,3.5,SW,29.86,0,-9999,Clear,0,0,-999,-9999
1077,88,26.1,10,11,11.5,West,29.69,0,-9999,Mostly Cloudy,0,0,-999,-9999
1104,82,35.1,10,18,5.8,WNW,29.95,0,-9999,Mostly Cloudy,0,0,-999,-9999
1132,59,39.9,10,49,4.6,East,30.09,0,-9999,Mostly Cloudy,0,0,-999,-9999
1164,55.9,21.9,10,27,12.7,WNW,29.99,0,-9999,Mostly Cloudy,0,0,-999,-9999
1216,84,71.1,10,65,12.7,ESE,29.84,0,-9999,Mostly Cloudy,0,0,-999,89
1244,97,53.1,10,23,5.8,WNW,29.77,0,-9999,Scattered Clouds,0,0,-999,94.6
1288,91.9,39,10,16,15,SW,29.7,0,-9999,Partly Cloudy,0,0,-999,-9999
1317,86,53.1,10,32,3.5,Variable,29.74,0,-9999,Overcast,0,0,-999,84
1344,84.9,35.1,10,17,0,North,29.75,0,-9999,Partly Cloudy,0,0,-999,-9999
1359,68,1,10,7,11.5,NNE,30.03,0,-9999,Partly Cloudy,0,0,-999,-9999
1403,75.9,46.9,10,36,0,North,30.03,0,-9999,Overcast,0,0,-999,-9999
1439,57,42.1,10,57,0,North,30.02,0,-9999,Mostly Cloudy,0,0,-999,-9999
1449,102,51.1,10,18,9.2,NW,29.61,0,-9999,Scattered Clouds,0,0,-999,-9999
1484,102,48,10,16,5.8,NE,29.67,0,-9999,Partly Cloudy,0,0,-999,-9999
1500,93,48.9,10,22,17.3,South,29.52,0,-9999,Scattered Clouds,0,0,-999,-9999
1545,78.1,48.9,10,36,3.5,SW,29.83,0,-9999,Clear,0,0,-999,-9999
1597,64.9,33.1,10,31,0,North,29.91,0,-9999,Clear,0,0,-999,-9999
1633,64,35.1,10,34,6.9,East,29.8,0,-9999,Mostly Cloudy,0,0,-999,-9999
1677,59,12.9,10,16,4.6,WSW,30.06,0,-9999,Clear,0,0,-999,-9999
1694,93.9,48.9,10,21,4.6,SW,29.79,0,-9999,Partly Cloudy,0,0,-999,-9999
1706,104,25,10,6,11.5,West,29.8,0,-9999,Clear,0,0,-999,-9999
1739,75.9,66,10,71,13.8,East,29.81,0,-9999,Mostly Cloudy,0,0,-999,-9999
1772,82,44.1,10,26,6.9,West,29.75,0,-9999,Clear,0,0,-999,-9999
1786,87.1,45,10,23,4.6,North,29.91,0,-9999,Mostly Cloudy,0,0,-999,-9999
1824,82.9,37.9,10,20,5.8,WSW,29.98,0,-9999,Partly Cloudy,0,0,-999,-9999
1868,69.1,12.9,10,11,3.5,SW,29.93,0,-9999,Partly Cloudy,0,0,-999,-9999
1899,61,18,10,19,5.8,NW,30.09,0,-9999,Partly Cloudy,0,0,-999,-9999
12,79,54,10,42,5.8,NW,29.83,0,-9999,Scattered Clouds,0,0,-999,-9999
68,63,37.9,10,40,17.3,WNW,30.15,0,-9999,Clear,0,0,-999,-9999
102,55.9,35.1,10,45,3.5,NNW,30.14,0,-9999,Clear,0,0,-999,-9999
126,66,43,10,43,3.5,ESE,30.26,0,0,Clear,0,0,-999,-9999
153,55,37,10,51,6.9,NNE,30.3,0,-9999,Clear,0,0,-999,-9999
189,36,19,10,50,6.9,NW,30.28,0,-9999,Clear,0,0,30.3,-9999
207,41,39,10,93,0,North,29.84,0,0,Mostly Cloudy,0,0,-999,-9999
231,51.1,26.1,10,38,12.7,West,29.83,0,-9999,Clear,0,0,-999,-9999
248,66,53.1,10,63,5.8,ENE,30.02,0,-9999,Overcast,0,0,-999,-9999
273,71.1,52,10,51,5.8,Variable,30.03,0,-9999,Partly Cloudy,0,0,-999,-9999
301,59,41,10,51,6.9,NE,30.14,0,-9999,Overcast,0,0,-999,-9999
322,69.1,41,10,36,11.5,WSW,29.78,0,-9999,Clear,0,0,-999,-9999
380,55.9,39,10,53,4.6,SE,30.05,0,-9999,Clear,0,0,-999,-9999
404,46.9,23,10,39,6.9,WNW,30.31,0,-9999,Clear,0,0,-999,-9999
456,36,19,10,50,6.9,North,29.95,0,-9999,Clear,0,0,30.3,-9999
512,61,53.1,10,75,3.5,South,30.17,0,-9999,Clear,0,0,-999,-9999
549,86,55.9,10,36,6.9,WNW,30.32,0,-9999,Clear,0,0,-999,84.7
558,66.9,39,10,36,15,WSW,29.83,0,-9999,Clear,0,0,-999,-9999
584,45,26.1,10,48,12.7,NNW,30.19,0,-9999,Clear,0,0,38.9,-9999
639,55.9,46,10,69,5.8,SW,30.11,0,-9999,Clear,0,0,-999,-9999
668,52,42.1,10,69,5.8,SSE,30.41,0,-9999,Clear,0,0,-999,-9999
694,30.9,7,10,37,10.4,WNW,30.25,0,-9999,Clear,0,0,22.2,-9999
721,73.9,64,10,71,3.5,WNW,29.82,0,-9999,Clear,0,0,-999,-9999
738,75,46.9,10,37,9.2,West,30.06,0,-9999,Mostly Cloudy,0,0,-999,-9999
788,52,46.9,10,83,4.6,South,30.06,0,0.01,Overcast,0,0,-999,-9999
813,66.9,37.9,10,34,17.3,NW,29.93,0,-9999,Partly Cloudy,0,0,-999,-9999
850,45,30,10,56,10.4,WNW,29.94,0,-9999,Partly Cloudy,0,0,39.7,-9999
895,37,19.9,10,50,12.7,WSW,29.95,0,-9999,Overcast,0,0,28.9,-9999
925,43,37,10,80,3.5,North,30.2,0,0,Light Drizzle,0,0,41.3,-9999
989,72,42.1,10,34,5.8,SW,30.09,0,0,Clear,0,0,-999,-9999
1030,70,64.9,3,84,8.1,East,30.07,0,-9999,Haze,0,0,-999,-9999
1067,57.9,43,10,58,6.9,SSW,30.03,0,-9999,Clear,0,0,-999,-9999
1100,51.8,37.4,10,58,15,NW,29.86,0,0,Light Rain,1,0,-999,-9999
1121,62.1,57.9,2.5,86,4.6,SSE,30,0,-9999,Overcast,0,0,-999,-9999
1134,28,3.9,10,36,15,NW,30.29,0,-9999,Clear,0,0,16.5,-9999
1176,39.9,28.9,10,65,12.7,WNW,29.61,0,-9999,Partly Cloudy,0,0,32.5,-9999
1223,70,42.1,10,36,9.2,NW,30.21,0,-9999,Clear,0,0,-999,-9999
1241,73.9,66,4,76,3.5,West,29.74,0,-9999,Overcast,0,0,-999,-9999
1269,57.9,30.9,10,36,8.1,West,29.83,0,-9999,Clear,0,0,-999,-9999
1334,54,19,10,25,11.5,SW,30.14,0,-9999,Overcast,0,0,-999,-9999
1355,43,24.1,10,47,4.6,SSW,30.23,0,-9999,Overcast,0,0,40.3,-9999
1375,48,30.9,10,52,0,North,30.08,0,-9999,Clear,0,0,-999,-9999
1419,45,30,10,56,9.2,NNW,29.86,0,-9999,Overcast,0,0,40.1,-9999
1462,77,46.9,10,34,13.8,NE,29.99,0,-9999,Clear,0,0,-999,-9999
1473,71.1,57,10,61,0,North,30.3,0,-9999,Clear,0,0,-999,-9999
1516,60.1,46,10,60,3.5,South,29.86,0,-9999,Clear,0,0,-999,-9999
1543,66,44.1,10,45,13.8,NNW,30.05,0,-9999,Scattered Clouds,0,0,-999,-9999
1583,57,28.9,10,34,6.9,WSW,30.16,0,-9999,Clear,0,0,-999,-9999
1618,52,32,10,47,4.6,South,30.38,0,-9999,Clear,0,0,-999,-9999
1651,44.1,16,10,32,5.8,West,30.46,0,-9999,Clear,0,0,40.8,-9999
1703,82,66.9,10,60,9.2,SSW,30.03,0,-9999,Scattered Clouds,0,0,-999,84.5
1720,70,30,10,23,9.2,North,30.16,0,-9999,Clear,0,0,-999,-9999
1765,68,52,10,56,8.1,SW,30.1,0,-9999,Mostly Cloudy,0,0,-999,-9999
1808,59,28,10,31,10.4,NNW,30.2,0,-9999,Mostly Cloudy,0,0,-999,-9999
1827,55.9,24.1,10,29,8.1,SSE,30.01,0,-9999,Clear,0,0,-999,-9999
1836,39.9,30,10,68,18.4,West,29.52,0,0,Drizzle,0,0,30.8,-9999
1887,30.9,26.1,10,82,0,North,30.33,0,-9999,Overcast,0,0,-999,-9999
1898,55,53.1,10,93,10.4,WSW,29.83,0,0.02,Light Rain,1,0,-999,-9999
13,73.9,57.9,10,57,6.9,South,29.61,0,-9999,Clear,0,0,-999,-9999
43,64,46,10,52,8.1,NW,29.94,0,-9999,Clear,0,0,-999,-9999
74,55,24.1,10,30,6.9,NW,29.86,0,-9999,Scattered Clouds,0,0,-999,-9999
86,62.1,48.9,10,62,3.5,NW,29.93,0,-9999,Mostly Cloudy,0,0,-999,-9999
125,50,42.1,10,74,5.8,ESE,30.02,0,0.02,Mostly Cloudy,0,0,-999,-9999
190,30.9,10,10,42,10.4,SE,30.16,0,-9999,Scattered Clouds,0,0,22.2,-9999
222,53.1,50,6,89,5.8,SE,29.63,0,0.05,Light Rain,1,0,-999,-9999
253,70,55.9,10,61,13.8,South,30.04,0,-9999,Mostly Cloudy,0,0,-999,-9999
286,66.9,61,10,81,6.9,SSW,29.99,0,-9999,Overcast,0,0,-999,-9999
340,51.1,45,4,80,10.4,SSE,29.39,0,0.09,Rain,1,0,-999,-9999
366,52,42.1,10,69,8.1,South,29.91,0,-9999,Mostly Cloudy,0,0,-999,-9999
412,41,36,10,82,0,North,30.19,0,-9999,Scattered Clouds,0,0,-999,-9999
430,48,32,10,54,0,North,30.05,0,-9999,Clear,0,0,-999,-9999
460,45,23,10,42,3.5,ENE,29.3,0,-9999,Scattered Clouds,0,0,43.5,-9999
525,64,48,10,56,9.2,South,29.91,0,-9999,Scattered Clouds,0,0,-999,-9999
539,63,51.1,10,65,0,North,29.87,0,-9999,Overcast,0,0,-999,-9999
594,57,48.9,10,74,5.8,Variable,30.07,0,-9999,Overcast,0,0,-999,-9999
623,48.9,42.1,10,77,10.4,South,29.83,0,-9999,Overcast,0,0,-999,-9999
651,48,44.1,10,86,15,South,30.17,0,-9999,Mostly Cloudy,0,0,-999,-9999
657,39,36,10,89,6.9,SSE,30.44,0,-9999,Mostly Cloudy,0,0,34,-9999
688,30,27,10,88,0,North,30.12,0,-9999,Clear,0,0,-999,-9999
718,45,37.9,10,76,4.6,SE,30.37,0,-9999,Mostly Cloudy,0,0,42.6,-9999
746,72,50,10,46,6.9,NW,30.12,0,-9999,Clear,0,0,-999,-9999
768,63,52,10,67,4.6,North,30.11,0,0,Overcast,0,0,-999,-9999
807,61,57.9,6,90,9.2,SSE,29.92,0,0.05,Light Rain,1,0,-999,-9999
848,64,55.9,10,75,8.1,South,30.22,0,0,Light Rain,1,0,-999,-9999
862,45,41,5,86,3.5,ESE,30.14,0,0.07,Light Rain,1,0,43.5,-9999
926,43,41,4,93,8.1,SSE,30.3,0,-9999,Overcast,0,0,38.2,-9999
959,41,37,7,86,0,North,29.74,0,0.06,Light Rain,1,0,-999,-9999
991,64.9,60.1,10,84,6.9,South,29.82,0,0,Light Rain,1,0,-999,-9999
1006,62.1,53.1,10,72,8.1,South,29.62,0,0.01,Light Rain,1,0,-999,-9999
1048,57.9,44.1,10,60,0,North,30.31,0,-9999,Clear,0,0,-999,-9999
1089,48.9,34,10,56,3.5,North,30.06,0,-9999,Mostly Cloudy,0,0,-999,-9999
1120,50,44.1,10,80,5.8,South,29.88,0,0.01,Light Rain,1,0,-999,-9999
1152,37,33.1,10,86,6.9,SE,30.02,0,-9999,Overcast,0,0,31.6,-9999
1196,51.1,48,2,89,8.1,SE,30.29,0,0.01,Overcast,0,0,-999,-9999
1201,66.9,52,10,59,0,North,30.08,0,-9999,Clear,0,0,-999,-9999
1246,82,55,10,39,4.6,SSW,29.84,0,-9999,Clear,0,0,-999,81.4
1289,64.9,50,10,58,0,North,30.17,0,-9999,Overcast,0,0,-999,-9999
1332,55,50,10,83,8.1,SE,30.08,0,0.04,Light Rain,1,0,-999,-9999
1345,52,46.9,10,83,0,North,29.91,0,0.05,Overcast,0,0,-999,-9999
1372,52,39,10,61,0,North,30.21,0,-9999,Scattered Clouds,0,0,-999,-9999
1422,52,26.1,10,37,0,North,30.02,0,-9999,Clear,0,0,-999,-9999
1485,63,39.9,10,43,10.4,NW,30.11,0,-9999,Clear,0,0,-999,-9999
1503,63,48.9,10,60,0,North,29.87,0,-9999,Clear,0,0,-999,-9999
1527,60.8,55.4,2,82,5.8,SSE,29.99,0,-9999,Haze,0,0,-999,-9999
1585,43,37,10,80,4.6,SE,29.96,0,-9999,Partly Cloudy,0,0,40.3,-9999
1598,46.9,34,10,61,0,North,30.03,0,-9999,Scattered Clouds,0,0,-999,-9999
1614,35.1,30.9,3,85,0,North,30.19,0,-9999,Overcast,0,0,-999,-9999
1659,46,33.1,10,61,13.8,SSE,29.78,0,-9999,Mostly Cloudy,0,0,39.9,-9999
1678,39,37,7,93,0,North,30.03,0,0.04,Light Rain,1,0,-999,-9999
1691,69.1,45,10,42,6.9,NNW,30.13,0,-9999,Partly Cloudy,0,0,-999,-9999
1722,73.9,48,10,40,6.9,NW,30.3,0,-9999,Scattered Clouds,0,0,-999,-9999
1770,57.9,52,10,81,4.6,Variable,29.35,0,-9999,Overcast,0,0,-999,-9999
1813,54,52,10,93,0,North,30.09,0,-9999,Clear,0,0,-999,-9999
1839,52,46,10,80,8.1,South,29.76,0,0,Overcast,0,0,-999,-9999
1871,37.9,33.1,10,83,9.2,SE,30.13,0,-9999,Clear,0,0,31.5,-9999
1889,35.1,27,10,72,4.6,Variable,29.92,0,-9999,Overcast,0,0,31,-9999
1916,37,35.1,10,93,0,North,29.98,0,-9999,Overcast,0,0,-999,-9999
14,69.1,62.1,9,78,4.6,WNW,30.06,0,-9999,Scattered Clouds,0,0,-999,-9999
19,73,50,10,44,12.7,SE,30.1,0,-9999,Scattered Clouds,0,0,-999,-9999
78,50,36,10,59,15,South,30.17,0,-9999,Clear,0,0,-999,-9999
109,45,34,10,65,10.4,SE,30.1,0,-9999,Partly Cloudy,0,0,39.7,-9999
141,42.1,25,10,51,0,North,30.22,0,-9999,Clear,0,0,-999,-9999
149,55.9,46,6,69,11.5,SSE,30.15,0,-9999,Haze,0,0,-999,-9999
192,19.9,14,10,78,5.8,WNW,30.3,0,-9999,Clear,0,0,12.1,-9999
229,21.2,19.4,8,93,4.6,WSW,29.75,0,-9999,Overcast,0,0,14.9,-9999
258,59,43,10,55,3.5,NE,30.25,0,-9999,Partly Cloudy,0,0,-999,-9999
293,54,37,10,53,11.5,NE,30.43,0,-9999,Partly Cloudy,0,0,-999,-9999
317,57.9,30.9,10,36,12.7,West,30.09,0,-9999,Clear,0,0,-999,-9999
343,59,55,9,87,9.2,South,29.59,0,-9999,Overcast,0,0,-999,-9999
369,35.1,30.9,8,85,0,North,30.05,0,-9999,Clear,0,0,-999,-9999
477,19,12.9,10,77,4.6,NW,30.37,0,-9999,Clear,0,0,12.3,-9999
481,57.9,55,10,90,3.5,North,30.09,0,-9999,Clear,0,0,-999,-9999
540,68,39.9,10,36,6.9,West,30.16,0,-9999,Clear,0,0,-999,-9999
563,57.2,30.2,10,36,21.9,WNW,29.65,0,-9999,Partly Cloudy,0,0,-999,-9999
626,46,37,10,71,10.4,WSW,29.6,0,-9999,Clear,0,0,41,-9999
635,32,21.9,10,66,8.1,NW,30.35,0,-9999,Overcast,0,0,24.8,-9999
675,39.9,27,10,60,12.7,SSW,30.2,0,-9999,Clear,0,0,32.5,-9999
719,34,24.1,10,67,5.8,NW,30.25,0,-9999,Clear,0,0,28.8,-9999
731,71.1,46.9,10,42,6.9,NW,30.09,0,-9999,Clear,0,0,-999,-9999
737,54,48,10,80,3.5,WSW,30.3,0,-9999,Clear,0,0,-999,-9999
780,64,46,10,52,5.8,Variable,29.99,0,-9999,Clear,0,0,-999,-9999
826,46,24.1,10,42,3.5,NNE,30.36,0,-9999,Clear,0,0,44.8,-9999
841,42.1,26.1,10,53,4.6,North,30.25,0,-9999,Scattered Clouds,0,0,39.2,-9999
899,44.1,37.9,4,79,0,North,30.01,0,-9999,Haze,0,0,-999,-9999
927,32,30,2,92,12.7,NE,29.79,0,0.02,Light Snow,0,1,22.5,-9999
946,25,14,10,63,4.6,NW,30.06,0,-9999,Clear,0,0,19.3,-9999
982,62.1,55,10,78,3.5,Variable,30.06,0,-9999,Overcast,0,0,-999,-9999
1027,61,39.9,10,46,13.8,WSW,29.67,0,-9999,Clear,0,0,-999,-9999
1057,44.1,37.9,10,79,8.1,SE,29.74,0,0.01,Overcast,0,0,39.5,-9999
1093,48,44.1,8,86,6.9,South,30.11,0,0,Overcast,0,0,-999,-9999
1098,46,30,10,54,9.2,WSW,30.23,0,-9999,Clear,0,0,41.4,-9999
1127,21,3,10,46,10.4,SW,30.5,0,-9999,Overcast,0,0,9.9,-9999
1167,10.9,6.1,2.5,81,13.8,NE,30.33,0,0,Light Snow,0,1,-4.7,-9999
1197,21.9,19,4,89,5.8,NNE,30.03,0,0,Light Snow,0,1,14.5,-9999
1229,64.9,46,10,50,12.7,SSW,30.09,0,-9999,Clear,0,0,-999,-9999
1262,63,62.1,3,97,6.9,SSE,29.65,0,0,Light Rain,1,0,-999,-9999
1297,53.1,42.1,10,66,12.7,SSW,29.97,0,-9999,Partly Cloudy,0,0,-999,-9999
1346,32,28,10,85,6.9,NNW,29.86,0,-9999,Clear,0,0,25.6,-9999
1352,27,19,8,72,13.8,SSW,29.91,0,-9999,Overcast,0,0,15.6,-9999
1390,23,12.9,10,65,8.1,NW,30.11,0,-9999,Clear,0,0,13.9,-9999
1408,34,33.1,4,96,8.1,NW,30.08,0,-9999,Overcast,0,0,27.2,-9999
1471,57,50,10,77,4.6,SSE,30.14,0,-9999,Clear,0,0,-999,-9999
1488,64,62.1,10,93,4.6,NE,29.95,0,0,Mostly Cloudy,0,0,-999,-9999
1512,75,57,10,53,11.5,SSW,29.57,0,-9999,Clear,0,0,-999,-9999
1528,52,23,10,32,8.1,SSW,30.36,0,-9999,Clear,0,0,-999,-9999
1575,57.9,41,10,53,13.8,SSW,30.09,0,-9999,Clear,0,0,-999,-9999
1603,36,34,9,93,13.8,North,30.22,0,0.05,Light Rain,1,0,27.1,-9999
1646,55,54,5,96,10.4,South,29.63,0,0.04,Light Rain,1,0,-999,-9999
1717,75,66.9,10,76,17.3,SSE,29.91,0,-9999,Mostly Cloudy,0,0,-999,-9999
1756,46.9,43,10,86,4.6,East,30.38,0,-9999,Clear,0,0,-999,-9999
1769,64,55.9,10,75,8.1,NE,29.89,0,-9999,Clear,0,0,-999,-9999
1773,46,35.1,10,66,11.5,NW,30.24,0,-9999,Overcast,0,0,40.6,-9999
1811,63,52,10,67,4.6,South,30.25,0,-9999,Clear,0,0,-999,-9999
1863,32,32,0.8,100,3.5,South,29.98,0,0.03,Light Snow,0,1,28.7,-9999
1885,24.1,21.9,10,91,4.6,WNW,29.83,0,-9999,Overcast,0,0,18.2,-9999
1910,37.9,30.9,10,76,5.8,SW,30.22,0,-9999,Clear,0,0,33.5,-9999
15,63,53.1,10,70,0,North,29.85,0,-9999,Clear,0,0,-999,-9999
38,64.9,62.1,10,90,9.2,SSE,29.7,0,0.02,Overcast,0,0,-999,-9999
55,68,57,10,68,3.5,Variable,29.83,0,-9999,Overcast,0,0,-999,-9999
87,34,34,1.5,100,8.1,North,30.05,0,0.19,Rain,1,0,27.2,-9999
122,68,32,10,26,10.4,WNW,30.19,0,-9999,Clear,0,0,-999,-9999
157,46,34,10,63,8.1,NE,30.42,0,-9999,Overcast,0,0,41.9,-9999
202,41,26.1,10,55,0,North,30.13,0,-9999,Overcast,0,0,-999,-9999
232,53.1,48.9,10,86,10.4,South,29.7,0,-9999,Overcast,0,0,-999,-9999
244,64.9,48.9,10,56,10.4,East,30.1,0,-9999,Mostly Cloudy,0,0,-999,-9999
276,64.9,55,10,70,9.2,NE,30.12,0,-9999,Overcast,0,0,-999,-9999
319,64,39,10,40,12.7,WNW,29.69,0,-9999,Clear,0,0,-999,-9999
353,48,21,10,34,11.5,WNW,29.85,0,-9999,Clear,0,0,-999,-9999
398,33.1,21,10,61,3.5,NE,30.55,0,-9999,Clear,0,0,30,-9999
432,28,14,10,56,10.4,West,29.3,0,-9999,Overcast,0,0,18.6,-9999
463,33.1,19.9,10,59,5.8,North,29.91,0,-9999,Overcast,0,0,27.7,-9999
508,63,42.1,10,46,11.5,NE,30.41,0,-9999,Clear,0,0,-999,-9999
554,84,50,10,31,5.8,West,30.22,0,-9999,Clear,0,0,-999,-9999
568,63,37.9,10,40,6.9,SW,29.72,0,-9999,Partly Cloudy,0,0,-999,-9999
606,50,24.1,10,36,5.8,SSW,30.37,0,-9999,Clear,0,0,-999,-9999
640,30,26.1,10,85,0,North,30.36,0,-9999,Clear,0,0,-999,-9999
671,54,41,10,62,9.2,South,30.45,0,-9999,Mostly Cloudy,0,0,-999,-9999
707,32,10.9,10,42,4.6,North,30.4,0,0,Clear,0,0,27.5,-9999
740,71.1,44.1,10,38,12.7,WNW,30.02,0,-9999,Clear,0,0,-999,-9999
794,53.1,48,10,83,4.6,SSE,30.02,0,0.01,Mostly Cloudy,0,0,-999,-9999
821,64,37.9,10,38,9.2,WNW,29.84,0,-9999,Clear,0,0,-999,-9999
857,63,44.1,10,50,10.4,South,30.42,0,-9999,Clear,0,0,-999,-9999
874,39.9,28,10,63,0,North,30.66,0,-9999,Clear,0,0,-999,-9999
928,59,57,10,93,5.8,WSW,29.5,0,-9999,Overcast,0,0,-999,-9999
943,36,34,4,93,3.5,ENE,30.11,0,0.05,Light Rain,1,0,33.3,-9999
977,73,68,8,84,10.4,SSW,29.71,0,-9999,Mostly Cloudy,0,0,-999,-9999
1000,71.1,53.1,10,53,10.4,WNW,29.66,0,0.01,Partly Cloudy,0,0,-999,-9999
1049,59,43,10,55,4.6,NE,30.39,0,-9999,Clear,0,0,-999,-9999
1072,55.9,30.9,10,39,12.7,WNW,29.87,0,-9999,Mostly Cloudy,0,0,-999,-9999
1091,42.1,17.1,10,37,3.5,NNW,30.21,0,-9999,Clear,0,0,40.2,-9999
1135,23,-2.9,10,32,18.4,WNW,30.12,0,0,Clear,0,0,8.7,-9999
1156,30.9,12.9,10,47,3.5,NNW,30.55,0,-9999,Clear,0,0,27.5,-9999
1239,79,68,10,69,11.5,South,29.76,0,-9999,Mostly Cloudy,0,0,-999,-9999
1275,39.9,37.9,10,93,0,North,29.9,0,-9999,Clear,0,0,-999,-9999
1292,64,62.1,10,93,-9999,North,29.73,0,-9999,Overcast,0,0,-999,-9999
1313,57.9,37.9,10,47,13.8,West,29.48,0,-9999,Overcast,0,0,-999,-9999
1331,41,21.9,10,47,13.8,NW,29.7,0,-9999,Partly Cloudy,0,0,33.5,-9999
1369,61,37,10,41,6.9,WSW,30.11,0,-9999,Clear,0,0,-999,-9999
1418,44.1,28,10,53,9.2,WNW,29.8,0,-9999,Clear,0,0,39,-9999
1441,64.9,62.1,10,90,-9999,North,29.83,0,0,Overcast,0,0,-999,-9999
1480,71.1,39.9,10,32,0,North,30.42,0,-9999,Clear,0,0,-999,-9999
1536,60.1,54,10,80,9.2,SW,29.99,0,-9999,Overcast,0,0,-999,-9999
1546,62.1,33.1,10,34,11.5,WSW,29.57,0,-9999,Clear,0,0,-999,-9999
1563,57,27,10,32,8.1,WNW,30.28,0,-9999,Partly Cloudy,0,0,-999,-9999
1600,28,9,10,45,4.6,West,30.11,0,-9999,Clear,0,0,22.8,-9999
1630,46,30.9,10,56,4.6,South,30.3,0,-9999,Clear,0,0,43.9,-9999
1656,42.1,17.1,10,37,10.4,West,30.41,0,-9999,Clear,0,0,36.1,-9999
1702,82,68,10,62,11.5,SW,30.01,0,-9999,Partly Cloudy,0,0,-999,84.9
1713,66.9,54,10,63,3.5,South,30.09,0,-9999,Clear,0,0,-999,-9999
1735,55.9,54,3,93,5.8,NNW,30.08,0,-9999,Overcast,0,0,-999,-9999
1763,68,51.1,10,55,11.5,SW,30.04,0,-9999,Clear,0,0,-999,-9999
1826,35.1,28.9,10,78,0,North,29.97,0,-9999,Clear,0,0,-999,-9999
1865,43,19,10,38,9.2,WNW,30.16,0,-9999,Clear,0,0,37.7,-9999
1888,37,33.1,10,86,4.6,SSW,29.83,0,-9999,Overcast,0,0,33.3,-9999
1912,42.1,39,6,89,5.8,Variable,29.99,0,0.12,Light Rain,1,0,38.4,-9999
16,69.1,57.9,10,68,10.4,WSW,30.05,0,-9999,Partly Cloudy,0,0,-999,-9999
45,75.9,55.9,10,50,11.5,WNW,29.75,0,-9999,Mostly Cloudy,0,0,-999,-9999
85,61,54,10,78,16.1,West,29.98,0,-9999,Mostly Cloudy,0,0,-999,-9999
99,72,55,10,55,9.2,WNW,29.99,0,-9999,Scattered Clouds,0,0,-999,-9999
139,57.9,42.1,10,56,3.5,NW,30.22,0,-9999,Clear,0,0,-999,-9999
