GameID,Temp,DewPoint,Visiability,Humidity,WindSpeed,WindDir,Pressure,Fog,Precipitation,Condition,Rain,Snow,WindChill,HeatIndex
1636,63,55,10,75,6.9,South,29.99,0,-9999,Clear,0,0,-999,-9999
1716,81,66.9,10,62,5.8,SW,30.1,0,-9999,Clear,0,0,-999,83.3
1729,57.9,57.9,8,100,3.5,NNE,30.09,0,0.01,Mostly Cloudy,0,0,-999,-9999
1775,69.1,50,10,51,15,SSW,30.06,0,-9999,Clear,0,0,-999,-9999
1789,57,53.1,10,87,8.1,NNE,30.17,0,-9999,Overcast,0,0,-999,-9999
1829,39.9,23,10,51,12.7,WNW,30.28,0,-9999,Mostly Cloudy,0,0,32.5,-9999
1862,45,32,10,60,6.9,East,30,0,-9999,Overcast,0,0,41.2,-9999
1903,21.9,15.1,10,75,9.2,West,30.64,0,-9999,Overcast,0,0,11.7,-9999
6,71.1,57,10,61,8.1,West,30.1,0,-9999,Clear,0,0,-999,-9999
50,57.9,43,10,58,15,West,29.96,0,-9999,Overcast,0,0,-999,-9999
92,57.9,36,10,44,5.8,SW,30.14,0,-9999,Clear,0,0,-999,-9999
144,46.9,35.1,10,63,13.8,NE,30.2,0,-9999,Overcast,0,0,-999,-9999
187,36,18,10,48,10.4,SSW,30.3,0,-9999,Clear,0,0,28.5,-9999
193,16,3.9,10,59,27.6,WSW,30.08,0,-9999,Mostly Cloudy,0,0,-3.5,-9999
228,32,26.1,10,79,9.2,West,29.86,0,-9999,Overcast,0,0,24.2,-9999
260,66.9,60.1,10,79,10.4,NNE,30.18,0,-9999,Mostly Cloudy,0,0,-999,-9999
290,54,46,10,75,9.2,NE,30.16,0,-9999,Overcast,0,0,-999,-9999
310,68,59,8,73,8.1,WNW,29.86,0,-9999,Clear,0,0,-999,-9999
360,48,26.1,10,42,6.9,SSW,30.28,0,-9999,Clear,0,0,-999,-9999
373,46.9,36,10,66,13.8,SW,29.93,0,-9999,Mostly Cloudy,0,0,-999,-9999
411,41,21.9,10,47,5.8,SSW,30.32,0,-9999,Clear,0,0,37.1,-9999
469,23,17.1,10,78,16.1,North,30.05,0,-9999,Overcast,0,0,9.6,-9999
483,72,64.9,9,78,4.6,North,30,0,-9999,Scattered Clouds,0,0,-999,-9999
516,77,64,10,64,3.5,SW,29.98,0,-9999,Mostly Cloudy,0,0,-999,-9999
530,55,36,10,49,21.9,North,29.99,0,-9999,Overcast,0,0,-999,-9999
577,62.6,41,10,45,9.2,South,30.02,0,-9999,Overcast,0,0,-999,-9999
622,62.1,43,10,50,24.2,South,29.68,0,-9999,Overcast,0,0,-999,-9999
631,50,45,10,83,5.8,North,30.15,0,-9999,Overcast,0,0,-999,-9999
662,51.1,46.9,8,86,11.5,South,30.17,0,0.03,Light Rain,1,0,-999,-9999
729,68,51.1,10,55,5.8,NNW,29.97,0,-9999,Scattered Clouds,0,0,-999,-9999
761,51.1,44.1,10,77,6.9,SSW,30.17,0,0.02,Overcast,0,0,-999,-9999
802,75,57,10,53,20.7,SSW,29.74,0,-9999,Clear,0,0,-999,-9999
828,45,42.1,5,90,20.7,NNE,30.04,0,0.08,Rain,1,0,36.9,-9999
845,39.9,30,10,68,6.9,NNW,30.15,0,-9999,Overcast,0,0,35.1,-9999
885,39.9,24.1,10,53,13.8,WSW,29.86,0,-9999,Mostly Cloudy,0,0,32.1,-9999
915,44.1,35.1,10,71,6.9,ESE,29.94,0,-9999,Overcast,0,0,40.1,-9999
934,57.9,48.9,10,72,10.4,South,29.66,0,-9999,Overcast,0,0,-999,-9999
965,72,61,10,68,18.4,NNE,30.05,0,-9999,Mostly Cloudy,0,0,-999,-9999
1011,-9999,-9999,10,N/A,5.8,South,30.01,0,-9999,Overcast,0,0,-999,-9999
1024,-9999,-9999,6,N/A,10.4,South,-9999,0,-9999,Haze,0,0,-999,-9999
1041,-9999,-9999,10,N/A,9.2,North,30.27,0,-9999,Overcast,0,0,-999,-9999
1090,-9999,-9999,10,N/A,17.3,NE,30.38,0,-9999,Partly Cloudy,0,0,-999,-9999
1125,-9999,-9999,-9999,N/A,-9999,North,30.51,0,-9999,Unknown,0,0,-999,-9999
1141,-9999,-9999,10,N/A,9.2,SW,29.99,0,-9999,Overcast,0,0,-999,-9999
1171,-9999,-9999,8,N/A,12.7,West,29.82,0,-9999,Unknown,0,0,-999,-9999
1221,61,45,10,56,5.8,NW,30.29,0,-9999,Mostly Cloudy,0,0,-999,-9999
1236,70,57,10,63,20.7,West,29.66,0,-9999,Scattered Clouds,0,0,-999,-9999
1281,62.1,37,10,39,5.8,ESE,30.13,0,-9999,Clear,0,0,-999,-9999
1318,55.9,37,10,49,15,West,29.93,0,-9999,Clear,0,0,-999,-9999
1324,-9999,-9999,10,N/A,11.5,West,30.35,0,-9999,Mostly Cloudy,0,0,-999,-9999
1351,34,21.9,10,61,8.1,SSW,30.1,0,-9999,Overcast,0,0,27.2,-9999
1395,37,25,10,62,15,NNE,30.59,0,0,Mostly Cloudy,0,0,28.1,-9999
1414,44.1,39.9,5,85,3.5,West,30.05,0,-9999,Overcast,0,0,42.5,-9999
1461,68,50,10,52,11.5,North,30.17,0,-9999,Mostly Cloudy,0,0,-999,-9999
1482,75.9,55.9,10,50,12.7,SSE,30.19,0,-9999,Scattered Clouds,0,0,-999,-9999
1524,46.9,26.1,10,44,11.5,NNW,30.44,0,-9999,Mostly Cloudy,0,0,-999,-9999
1555,64.9,39,10,39,19.6,WSW,29.88,0,-9999,Scattered Clouds,0,0,-999,-9999
1616,43,32,10,65,5.8,ENE,30.12,0,-9999,Overcast,0,0,39.5,-9999
1621,48.9,30.9,10,50,3.5,SSW,30.35,0,-9999,Clear,0,0,-999,-9999
1644,66,55.9,10,70,10.4,SSE,29.96,0,-9999,Clear,0,0,-999,-9999
1699,73.9,68,10,82,8.1,NW,29.98,0,-9999,Mostly Cloudy,0,0,-999,-9999
1746,57,39.9,10,53,11.5,NW,30.34,0,-9999,Mostly Cloudy,0,0,-999,-9999
1792,54,50,5,86,8.1,NNW,30.05,0,0.01,Overcast,0,0,-999,-9999
1804,59,52,6,78,5.8,North,30.37,0,-9999,Haze,0,0,-999,-9999
1830,35.1,25,9,67,24.2,WNW,30.07,0,0,Light Snow,0,1,23,-9999
1849,48.9,32,10,52,13.8,SW,30.13,0,-9999,Scattered Clouds,0,0,-999,-9999
1876,28.9,24.1,1.2,82,12.7,SSE,30.16,0,0,Light Snow,0,1,18.6,-9999
1909,37,35.1,8,93,8.1,WSW,30.23,0,-9999,Overcast,0,0,31,-9999
7,78.8,73.4,10,83,0,North,29.7,0,-9999,Mostly Cloudy,0,0,-999,-9999
36,91.4,69.8,10,49,5.8,SSW,29.86,0,-9999,Partly Cloudy,0,0,-999,96.8
51,77,75.2,9,94,11.5,SSW,29.7,0,-9999,Scattered Clouds,0,0,-999,-9999
93,77,62.6,10,61,12.7,SE,29.87,0,-9999,Mostly Cloudy,0,0,-999,-9999
160,62.6,60.8,3,94,10.4,ESE,29.99,0,-9999,Clear,0,0,-999,-9999
167,73.4,64.4,10,73,16.1,SSE,29.83,0,-9999,Scattered Clouds,0,0,-999,-9999
197,55.4,51.8,4,88,4.6,West,30,0,-9999,Overcast,0,0,-999,-9999
245,93.2,73.4,10,52,0,North,29.99,0,-9999,Mostly Cloudy,0,0,-999,102.4
281,80.6,66.2,9,61,13.8,NNW,29.85,0,-9999,Clear,0,0,-999,82.7
311,84.2,57.2,9,40,8.1,SSE,29.94,0,-9999,Clear,0,0,-999,83.5
321,80.6,60.8,9,51,4.6,SE,30.05,0,-9999,Overcast,0,0,-999,81.5
361,66.2,42.8,10,43,3.5,SE,30.29,0,-9999,Clear,0,0,-999,-9999
406,68,50,9,52,16.1,SSE,29.88,0,-9999,Mostly Cloudy,0,0,-999,-9999
447,46.4,32,10,57,9.2,SSE,30.18,0,-9999,Clear,0,0,41.9,-9999
484,100.4,59,8,25,0,North,30.03,0,-9999,Clear,0,0,-999,100.2
531,84.2,41,10,22,8.1,NNE,30.15,0,-9999,Clear,0,0,-999,-9999
546,66.2,64.4,1.5,94,0,North,29.92,0,0.12,Overcast,0,0,-999,-9999
585,75.2,44.6,10,34,0,North,30.13,0,-9999,Clear,0,0,-999,-9999
598,80.6,64.4,9,58,17.3,SE,29.98,0,-9999,Overcast,0,0,-999,82.3
666,59,57.2,1.2,94,10.4,North,29.91,0,0.03,Overcast,0,0,-999,-9999
697,66.2,35.6,10,32,6.9,SE,30.23,0,-9999,Clear,0,0,-999,-9999
725,84.2,51.8,10,33,8.1,NE,30.03,0,-9999,Clear,0,0,-999,-9999
771,69.8,64.4,10,83,12.7,North,29.66,0,-9999,Overcast,0,0,-999,-9999
810,78.8,68,10,69,6.9,WSW,29.98,0,-9999,Partly Cloudy,0,0,-999,-9999
818,86,68,10,55,13.8,South,29.92,0,-9999,Mostly Cloudy,0,0,-999,89.4
846,84.2,62.6,10,48,4.6,NNE,30,0,-9999,Partly Cloudy,0,0,-999,85
875,73.4,41,10,31,6.9,SE,30.2,0,-9999,Clear,0,0,-999,-9999
937,71.6,64.4,9,78,4.6,WNW,29.76,0,-9999,Scattered Clouds,0,0,-999,-9999
956,75.2,57.2,10,53,13.8,WSW,29.9,0,-9999,Mostly Cloudy,0,0,-999,-9999
983,89.6,71.6,8,55,4.6,SE,29.94,0,-9999,Scattered Clouds,0,0,-999,96.2
1013,84.2,71.6,10,66,6.9,North,29.92,0,-9999,Scattered Clouds,0,0,-999,89.6
1042,73.4,71.6,9,94,6.9,East,30.08,0,-9999,Mostly Cloudy,0,0,-999,-9999
1092,59,48.2,10,67,10.4,East,30.1,0,-9999,Clear,0,0,-999,-9999
1112,86,69.8,10,58,12.7,SSW,29.8,0,-9999,Scattered Clouds,0,0,-999,90.4
1128,48.2,28.4,9,46,11.5,North,30.3,0,-9999,Overcast,0,0,-999,-9999
1149,69.8,57.2,10,64,6.9,South,30.07,0,-9999,Mostly Cloudy,0,0,-999,-9999
1188,57.2,44.6,10,63,13.8,NNW,30.02,0,-9999,Clear,0,0,-999,-9999
1205,89.6,71.6,-9999,55,0,North,29.96,0,-9999,Overcast,0,0,-999,96.2
1252,87.8,71.6,10,58,9.2,ENE,29.91,0,-9999,Partly Cloudy,0,0,-999,93.8
1277,78.8,71.6,-9999,78,3.5,ESE,29.92,0,-9999,Clear,0,0,-999,-9999
1326,71.6,51.8,10,50,15,ESE,30.24,0,-9999,Scattered Clouds,0,0,-999,-9999
1366,78.8,50,10,36,16.1,SW,29.51,0,-9999,Clear,0,0,-999,-9999
1382,77,59,-9999,54,11.5,SSE,30.03,0,-9999,Mostly Cloudy,0,0,-999,-9999
1430,62.6,48.2,-9999,59,0,North,29.95,0,-9999,Mostly Cloudy,0,0,-999,-9999
1448,84.2,48.2,10,29,6.9,ENE,30.05,0,-9999,Clear,0,0,-999,-9999
1477,71.6,68,5,88,9.2,North,29.87,0,0.01,Partly Cloudy,0,0,-999,-9999
1504,78.8,64.4,10,61,0,North,29.99,0,-9999,Clear,0,0,-999,-9999
1550,66.2,62.6,10,88,0,North,29.88,0,-9999,Mostly Cloudy,0,0,-999,-9999
1607,53.6,50,3,88,5.8,NW,30.04,0,-9999,Overcast,0,0,-999,-9999
1637,51.8,50,10,94,0,North,29.76,0,-9999,Clear,0,0,-999,-9999
1684,89.6,69.8,10,52,4.6,WNW,30.04,0,-9999,Mostly Cloudy,0,0,-999,94.7
1734,86,55.4,10,35,9.2,NNE,29.98,0,-9999,Clear,0,0,-999,84.5
1771,78.8,73.4,10,83,9.2,ESE,29.92,0,-9999,Clear,0,0,-999,-9999
1793,84.2,59,10,42,9.2,East,30.11,0,-9999,Clear,0,0,-999,83.8
1850,71.6,57.2,10,60,19.6,SSE,29.93,0,-9999,Mostly Cloudy,0,0,-999,-9999
1895,39.2,17.6,10,42,21.9,North,30.29,0,-9999,Partly Cloudy,0,0,29,-9999
1917,69.8,68,4,94,13.8,ESE,30.06,0,-9999,Overcast,0,0,-999,-9999
8,75,48,10,38,3.5,Variable,30.12,0,-9999,Clear,0,0,-999,-9999
52,60.1,39,10,46,9.2,West,30.05,0,-9999,Partly Cloudy,0,0,-999,-9999
110,50,28,10,43,0,North,30.22,0,-9999,Clear,0,0,-999,-9999
120,69.1,48,10,47,11.5,SSW,30.14,0,-9999,Clear,0,0,-999,-9999
143,50,37.9,10,63,8.1,NE,30.09,0,-9999,Overcast,0,0,-999,-9999
182,35.1,16,10,46,9.2,SSE,30.26,0,-9999,Clear,0,0,27.9,-9999
198,39,36,10,89,8.1,West,29.98,0,-9999,Overcast,0,0,33.4,-9999
238,26.1,23,0.5,88,8.1,WSW,29.86,1,0.04,Light Snow,0,1,17.6,-9999
271,72,66,10,81,0,North,30.09,0,-9999,Clear,0,0,-999,-9999
305,84.9,48.9,10,29,5.8,WNW,29.94,0,-9999,Clear,0,0,-999,-9999
357,46.9,28,10,48,9.2,ENE,30.39,0,-9999,Clear,0,0,-999,-9999
374,48,26.1,10,42,9.2,West,29.99,0,-9999,Clear,0,0,-999,-9999
415,37.9,27,10,65,6.9,SE,30.17,0,-9999,Clear,0,0,32.7,-9999
453,28,21,7,75,6.9,WSW,30.12,0,-9999,Overcast,0,0,20.8,-9999
501,64,57.9,10,80,9.2,SE,30.19,0,0,Overcast,0,0,-999,-9999
527,55,54,5,96,4.6,NNW,29.81,0,0.13,Rain,1,0,-999,-9999
547,75,52,10,44,3.5,Variable,30.32,0,-9999,Clear,0,0,-999,-9999
603,61,39.9,10,46,12.7,SSW,30.18,0,-9999,Clear,0,0,-999,-9999
616,64,52,10,65,20.7,SSW,29.58,0,-9999,Overcast,0,0,-999,-9999
649,43,41,10,93,10.4,WNW,29.9,0,0.03,Light Rain,1,0,37.2,-9999
693,43,30.9,10,62,8.1,South,30.22,0,-9999,Clear,0,0,38.2,-9999
705,39.9,37.9,10,93,0,North,30.1,0,-9999,Overcast,0,0,-999,-9999
741,72,46.9,10,41,6.9,SE,30.09,0,-9999,Clear,0,0,-999,-9999
762,55.9,35.1,10,45,11.5,NW,30.25,0,-9999,Scattered Clouds,0,0,-999,-9999
787,46,30,10,54,11.5,WNW,30.2,0,-9999,Overcast,0,0,40.6,-9999
819,62.1,48,10,60,8.1,ESE,30.06,0,-9999,Clear,0,0,-999,-9999
847,42.1,30,10,62,9.2,North,30.19,0,-9999,Mostly Cloudy,0,0,36.6,-9999
886,44.1,26.1,10,49,6.9,WSW,29.9,0,-9999,Clear,0,0,40.1,-9999
917,46.9,46.9,1,100,3.5,SE,29.79,0,0.02,Overcast,0,0,-999,-9999
967,84,68,10,58,9.2,SSW,29.96,0,-9999,Mostly Cloudy,0,0,-999,87
984,71.1,46.9,10,42,8.1,South,30.07,0,-9999,Clear,0,0,-999,-9999
1028,55.9,52,10,87,4.6,Variable,29.77,0,0.05,Overcast,0,0,-999,-9999
1066,53.1,39.9,10,61,6.9,South,29.94,0,-9999,Clear,0,0,-999,-9999
1099,46,30,10,54,4.6,Variable,30.34,0,-9999,Clear,0,0,43.9,-9999
1142,51.1,34,10,52,10.4,West,30.02,0,-9999,Clear,0,0,-999,-9999
1172,19,10,9,68,8.1,WSW,30.08,0,-9999,Overcast,0,0,9,-9999
1232,57,54,7,89,-9999,North,30.09,0,0.01,Overcast,0,0,-999,-9999
1253,80.1,50,10,35,3.5,SW,30.1,0,-9999,Clear,0,0,-999,-9999
1266,57.9,32,10,37,12.7,WSW,29.78,0,-9999,Overcast,0,0,-999,-9999
1298,53.1,37.9,2.5,57,0,North,30.2,0,-9999,Haze,0,0,-999,-9999
1360,30.9,28.9,1.2,92,6.9,WNW,29.97,0,0.04,Light Snow,0,1,24.3,-9999
1367,51.1,48.9,7,92,6.9,SE,29.65,0,0.05,Light Rain,1,0,-999,-9999
1383,62.1,54,10,75,10.4,SW,29.84,0,-9999,Overcast,0,0,-999,-9999
1416,46.9,43,9,86,6.9,SSW,30.14,0,-9999,Overcast,0,0,-999,-9999
1472,66.9,48,10,51,3.5,ENE,30.09,0,-9999,Clear,0,0,-999,-9999
1494,68,55.9,10,65,8.1,NNE,30.08,0,-9999,Clear,0,0,-999,-9999
1530,46,33.1,10,61,0,North,30.42,0,-9999,Clear,0,0,-999,-9999
1540,60.1,39,10,46,8.1,NNE,30.31,0,-9999,Clear,0,0,-999,-9999
1570,52,26.1,10,37,5.8,SE,30.35,0,-9999,Clear,0,0,-999,-9999
1608,42.1,28,10,58,10.4,ENE,30.23,0,-9999,Clear,0,0,36.1,-9999
1655,46.9,25,10,42,10.4,South,30.21,0,-9999,Clear,0,0,-999,-9999
1693,73.9,51.1,10,45,4.6,WSW,30.15,0,-9999,Clear,0,0,-999,-9999
1725,84.9,64.9,10,51,6.9,South,29.99,0,-9999,Scattered Clouds,0,0,-999,86.6
1748,66.9,46,10,47,5.8,SSW,30.33,0,-9999,Clear,0,0,-999,-9999
1794,64,57,10,78,8.1,NNW,30.06,0,-9999,Overcast,0,0,-999,-9999
1833,36,23,10,59,9.2,NW,30.3,0,-9999,Mostly Cloudy,0,0,29,-9999
1844,39,34,10,82,6.9,West,30.27,0,-9999,Overcast,0,0,34,-9999
1878,35.1,25,10,67,10.4,SSE,29.97,0,0.01,Light Rain,1,0,27.4,-9999
9,78.1,75.9,10,93,9.2,South,29.84,0,0.1,Partly Cloudy,0,0,-999,-9999
58,80.1,78.1,8,94,4.6,SSW,29.83,0,0.04,Light Rain,1,0,-999,86.4
81,64,39.9,10,41,11.5,North,30.34,0,-9999,Clear,0,0,-999,-9999
116,68,53.1,10,59,12.7,NE,30.16,0,-9999,Clear,0,0,-999,-9999
124,71.1,64,10,78,19.6,East,30.07,0,-9999,Clear,0,0,-999,-9999
176,55.9,-9999,8,N/A,15,NNE,30.06,0,-9999,Scattered Clouds,0,0,-999,-9999
241,84,75,10,74,4.6,SE,29.88,0,-9999,Thunderstorm,0,0,-999,91.9
279,84.9,72,10,65,5.8,WNW,29.78,0,-9999,Scattered Clouds,0,0,-999,90.7
295,75.9,55,10,48,15,NNW,30.05,0,-9999,Clear,0,0,-999,-9999
335,84,72,10,67,15,SE,29.96,0,-9999,Mostly Cloudy,0,0,-999,89.6
356,69.1,64,10,84,6.9,SSE,30.05,0,-9999,Clear,0,0,-999,-9999
393,72,61,10,68,11.5,ESE,30.17,0,-9999,Partly Cloudy,0,0,-999,-9999
441,48.9,28,10,44,32.2,NW,30.01,0,-9999,Clear,0,0,-999,-9999
602,70,60.1,10,71,18.4,East,30.14,0,-9999,Scattered Clouds,0,0,-999,-9999
656,46,33.1,10,61,16.1,NW,30.04,0,-9999,Scattered Clouds,0,0,39.3,-9999
664,68,62.6,10,83,11.5,SE,30.06,0,-9999,Overcast,0,0,-999,-9999
720,55.9,-9999,7,N/A,20.7,West,30.01,0,0.16,Light Rain,1,0,-999,-9999
728,84.9,61,10,44,8.1,NNW,30,0,-9999,Clear,0,0,-999,85
759,89.1,69.1,9,52,4.6,NW,30.12,0,-9999,Clear,0,0,-999,93.7
796,63,55,10,75,17.3,North,30.09,0,-9999,Clear,0,0,-999,-9999
852,64,60.1,8,87,11.5,West,29.93,0,0.51,Mostly Cloudy,0,0,-999,-9999
860,77,62.1,10,60,19.6,SE,30.09,0,-9999,Scattered Clouds,0,0,-999,-9999
893,59,48,10,67,10.4,East,30.1,0,-9999,Clear,0,0,-999,-9999
932,75.9,63,10,64,15,South,29.83,0,-9999,Mostly Cloudy,0,0,-999,-9999
970,89.1,71.1,10,55,5.8,ESE,29.95,0,-9999,Partly Cloudy,0,0,-999,95
1001,80.1,66,10,62,9.2,NE,29.77,0,-9999,Mostly Cloudy,0,0,-999,82.1
1023,78.1,72,10,81,5.8,ESE,29.94,0,-9999,Thunderstorm,0,0,-999,-9999
1073,73.9,57.9,10,57,9.2,South,30.09,0,-9999,Clear,0,0,-999,-9999
1106,64.9,61,10,87,4.6,NNE,30.22,0,-9999,Clear,0,0,-999,-9999
1119,78.1,72,10,81,15,SSW,29.9,0,-9999,Partly Cloudy,0,0,-999,-9999
1158,54,53.1,0.5,97,9.2,NNW,30.06,1,-9999,Fog,0,0,-999,-9999
1240,87.1,69.1,10,55,10.4,NNE,30,0,-9999,Clear,0,0,-999,91.3
1320,73,63,10,71,8.1,SSW,30.01,0,-9999,Clear,0,0,-999,-9999
1340,64.9,46.9,10,52,6.9,West,30,0,-9999,Clear,0,0,-999,-9999
1354,78.1,62.1,10,58,21.9,South,29.9,0,-9999,Overcast,0,0,-999,-9999
1376,59,48,10,67,12.7,North,30.03,0,-9999,Clear,0,0,-999,-9999
1400,57,43,10,59,10.4,NNE,30.23,0,-9999,Overcast,0,0,-999,-9999
1432,57.9,51.1,10,78,3.5,ESE,30.01,0,-9999,Overcast,0,0,-999,-9999
1466,90,69.1,10,50,6.9,NNW,29.94,0,-9999,Clear,0,0,-999,94.5
1502,64,55.9,10,75,20.7,North,29.9,0,-9999,Clear,0,0,-999,-9999
1518,73,55,10,53,5.8,SSE,30.12,0,-9999,Clear,0,0,-999,-9999
1553,70,66.9,9,90,15,East,29.84,0,0.04,Light Rain,1,0,-999,-9999
1564,64.9,59,10,81,18.4,North,29.97,0,-9999,Overcast,0,0,-999,-9999
1625,61,57.9,5,90,0,North,30.25,0,-9999,Clear,0,0,-999,-9999
1664,64.9,64.9,9,100,0,North,29.96,0,0.17,Light Rain,1,0,-999,-9999
1667,75.9,71.1,9,85,18.4,SSE,29.78,0,-9999,Overcast,0,0,-999,-9999
1687,88,73,10,61,9.2,ESE,30.04,0,-9999,Clear,0,0,-999,95.6
1728,82.9,71.1,10,67,5.8,West,29.96,0,-9999,Clear,0,0,-999,87.5
1764,84,71.1,10,65,9.2,NNE,30.01,0,-9999,Partly Cloudy,0,0,-999,89
1795,84,57.9,10,41,9.2,East,30.11,0,-9999,Clear,0,0,-999,83.5
1852,64.9,48.9,10,56,6.9,East,30.06,0,-9999,Clear,0,0,-999,-9999
1866,64,63,0.2,96,16.1,NNW,29.87,1,0,Fog,0,0,-999,-9999
1913,78.1,66,10,66,11.5,ESE,30.15,0,-9999,Scattered Clouds,0,0,-999,-9999
10,89.6,80.6,10,75,5.8,West,29.91,0,-9999,Scattered Clouds,0,0,-999,108.2
41,89.6,77,10,66,9.2,West,29.88,0,-9999,Scattered Clouds,0,0,-999,102.2
83,64.4,44.6,10,49,11.5,North,30.14,0,-9999,Clear,0,0,-999,-9999
97,78.8,60.8,10,54,5.8,West,29.95,0,-9999,Clear,0,0,-999,-9999
123,82.4,57.2,10,42,19.6,ESE,30.06,0,-9999,Clear,0,0,-999,82
154,78.8,71.6,10,78,12.7,South,29.92,0,-9999,Clear,0,0,-999,-9999
203,80.6,73.4,10,79,3.5,SSW,30.12,0,-9999,Scattered Clouds,0,0,-999,85.4
242,91.4,78.8,10,66,8.1,South,29.97,0,-9999,Clear,0,0,-999,107.2
275,91.4,71.6,10,52,4.6,South,29.86,0,-9999,Clear,0,0,-999,98.4
325,84.2,55.4,10,37,3.5,East,30.11,0,-9999,Clear,0,0,-999,83
338,89.6,64.4,10,43,4.6,East,30.1,0,-9999,Clear,0,0,-999,91.1
377,75.2,55.4,10,50,6.9,South,30.04,0,-9999,Clear,0,0,-999,-9999
458,-9999,-9999,10,N/A,5.8,NNW,29.92,0,-9999,Overcast,0,0,-999,-9999
471,-9999,-9999,10,N/A,16.1,NW,30.02,0,-9999,Scattered Clouds,0,0,-999,-9999
488,87.8,69.8,10,55,5.8,South,30.06,0,-9999,Clear,0,0,-999,92.6
526,-9999,-9999,-9999,N/A,-9999,North,-9999,0,-9999,Unknown,0,0,-999,-9999
544,71.6,50,10,46,-9999,North,30.09,0,-9999,Clear,0,0,-999,-9999
567,84.2,59,10,42,-9999,North,29.99,0,-9999,Clear,0,0,-999,83.8
576,77,46.4,10,34,-9999,North,30.01,0,-9999,Clear,0,0,-999,-9999
614,77,55.4,10,47,5.8,SSE,30.15,0,-9999,Clear,0,0,-999,-9999
665,78.8,53.6,10,42,11.5,East,30.18,0,-9999,Scattered Clouds,0,0,-999,-9999
690,64.4,59,10,83,4.6,NW,30.2,0,-9999,Clear,0,0,-999,-9999
733,82.4,73.4,10,74,8.1,West,29.91,0,-9999,Mostly Cloudy,0,0,-999,88.2
781,86,68,10,55,6.9,WSW,29.8,0,-9999,Clear,0,0,-999,89.4
800,87.8,64.4,10,46,10.4,East,30.05,0,-9999,Scattered Clouds,0,0,-999,89.4
816,80.6,46.4,10,30,9.2,ENE,30.02,0,-9999,Clear,0,0,-999,-9999
855,78.8,55.4,10,44,15,East,30.22,0,-9999,Scattered Clouds,0,0,-999,-9999
890,68,28.4,10,23,0,North,30.12,0,-9999,Clear,0,0,-999,-9999
921,75.2,62.6,10,65,0,North,30.04,0,-9999,Clear,0,0,-999,-9999
954,62.6,32,10,32,0,North,30.2,0,-9999,Clear,0,0,-999,-9999
988,73.4,69.8,4,88,28.8,SE,30.06,0,0.06,Light Rain,1,0,-999,-9999
1017,86,66.2,10,51,3.5,NNE,29.96,0,-9999,Clear,0,0,-999,88.2
1046,84.2,55.4,10,37,8.1,NE,30.05,0,-9999,Mostly Cloudy,0,0,-999,83
1068,64.4,53.6,10,68,8.1,ENE,30.15,0,-9999,Clear,0,0,-999,-9999
1107,71.6,62.6,10,73,3.5,NE,30.11,0,-9999,Clear,0,0,-999,-9999
1117,82.4,64.4,10,54,3.5,SSW,30.02,0,-9999,Mostly Cloudy,0,0,-999,83.9
1161,82.4,64.4,10,54,10.4,SSE,30.13,0,-9999,Scattered Clouds,0,0,-999,83.9
1178,69.8,59,10,68,3.5,WNW,30,0,-9999,Overcast,0,0,-999,-9999
1213,87.8,71.6,10,58,6.9,Variable,29.95,0,-9999,Mostly Cloudy,0,0,-999,93.8
1227,82.9,72,10,69,10.4,South,30.09,0,-9999,Mostly Cloudy,0,0,-999,88
1285,88,64.9,10,46,-9999,North,30.04,0,-9999,Scattered Clouds,0,0,-999,89.6
1315,81,48,10,31,4.6,Variable,30,0,-9999,Clear,0,0,-999,-9999
1342,68,60.8,10,78,5.8,North,29.89,0,-9999,Scattered Clouds,0,0,-999,-9999
1388,80.6,59,10,48,8.1,East,30.26,0,-9999,Mostly Cloudy,0,0,-999,81.1
1435,77,64.4,10,65,0,North,30.02,0,-9999,Mostly Cloudy,0,0,-999,-9999
1453,87.8,73.4,-9999,62,5.8,NE,29.94,0,-9999,Scattered Clouds,0,0,-999,95.6
1496,73.4,71.6,-9999,94,3.5,NNW,29.71,0,0.3,Unknown,0,0,-999,-9999
1509,87.8,64.4,-9999,46,5.8,NW,29.89,0,-9999,Clear,0,0,-999,89.4
1568,80.6,73.4,10,79,3.5,South,29.99,0,-9999,Scattered Clouds,0,0,-999,85.4
1576,80.6,64.4,10,58,15,East,30.2,0,-9999,Overcast,0,0,-999,82.3
1626,82.4,64.4,10,54,8.1,East,30.19,0,-9999,Mostly Cloudy,0,0,-999,83.9
1642,86,66.2,10,51,13.8,East,30,0,-9999,Scattered Clouds,0,0,-999,88.2
1675,86,68,10,55,12.7,SE,30.01,0,-9999,Clear,0,0,-999,89.4
1723,91.4,73.4,10,55,5.8,WSW,29.95,0,-9999,Clear,0,0,-999,100.1
1738,91.4,73.4,10,55,4.6,WNW,29.91,0,-9999,Clear,0,0,-999,100.1
1796,87.8,66.2,10,49,11.5,East,30.06,0,-9999,Clear,0,0,-999,90.4
1801,77,66.2,10,69,3.5,NNE,30.12,0,-9999,Scattered Clouds,0,0,-999,-9999
1820,82.4,60.8,10,48,3.5,SSW,30.05,0,-9999,Clear,0,0,-999,82.9
1853,77,59,10,54,5.8,East,30.05,0,-9999,Scattered Clouds,0,0,-999,-9999
1882,80.6,66.2,10,61,12.7,ESE,30.17,0,-9999,Overcast,0,0,-999,82.7
